datetime,province,humidity,latitude,longitude,pressure,temperature,weather_condition,wind_direction,wind_speed
2025-04-27 16:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",76.0,20.351387,105.221214,1007.0,302.15,rainy,196.0,1.39
2025-04-27 17:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",81.0,20.351387,105.221214,1008.0,300.15,sunny,106.0,1.11
2025-04-27 18:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",87.0,20.351387,105.221214,1009.0,299.15,sunny,201.0,1.67
2025-04-27 19:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",89.0,20.351387,105.221214,1009.0,298.15,sunny,179.0,0.83
2025-04-27 20:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",90.0,20.351387,105.221214,1011.0,298.15,sunny,197.0,2.22
2025-04-27 21:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",90.0,20.351387,105.221214,1011.0,297.15,sunny,176.0,1.67
2025-04-27 22:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",91.0,20.351387,105.221214,1012.0,297.15,sunny,218.0,1.39
2025-04-27 23:00:00,"Cành Nàng, Ba Thuoc District, Thanh Hoa, Vietnam",92.0,20.351387,105.221214,1011.0,296.15,sunny,185.0,0.83
2025-04-27 00:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1010.0,298.15,cloudy,118.0,3.61
2025-04-27 01:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1009.0,297.15,cloudy,115.0,3.89
2025-04-27 02:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1009.0,297.15,cloudy,109.0,3.61
2025-04-27 03:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1009.0,297.15,cloudy,103.0,3.06
2025-04-27 04:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1009.0,297.15,cloudy,103.0,2.78
2025-04-27 05:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1010.0,297.15,cloudy,104.0,2.5
2025-04-27 06:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",94.0,21.716768,104.89859,1010.0,297.15,cloudy,103.0,2.5
2025-04-27 07:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",92.0,21.716768,104.89859,1011.0,298.15,rainy,106.0,2.78
2025-04-27 08:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",85.0,21.716768,104.89859,1012.0,299.15,rainy,122.0,3.33
2025-04-27 09:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",76.0,21.716768,104.89859,1012.0,301.15,rainy,127.0,2.78
2025-04-27 10:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",69.0,21.716768,104.89859,1011.0,302.15,rainy,124.0,2.78
2025-04-27 11:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",63.0,21.716768,104.89859,1011.0,303.15,rainy,123.0,3.06
2025-04-27 12:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",59.0,21.716768,104.89859,1009.0,304.15,unknown,123.0,3.06
2025-04-27 13:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",58.0,21.716768,104.89859,1008.0,304.15,unknown,123.0,3.33
2025-04-27 14:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",59.0,21.716768,104.89859,1008.0,305.15,rainy,121.0,4.17
2025-04-27 15:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",58.0,21.716768,104.89859,1006.0,304.15,unknown,123.0,4.44
2025-04-27 16:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",58.0,21.716768,104.89859,1006.0,303.15,rainy,128.0,5.28
2025-04-27 17:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",68.0,21.716768,104.89859,1008.0,302.15,rainy,163.0,3.33
2025-04-27 18:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",73.0,21.716768,104.89859,1007.0,301.15,sunny,119.0,3.61
2025-04-27 19:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",79.0,21.716768,104.89859,1008.0,300.15,sunny,141.0,5.28
2025-04-27 20:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",82.0,21.716768,104.89859,1010.0,299.15,sunny,131.0,2.78
2025-04-27 21:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",85.0,21.716768,104.89859,1010.0,298.15,cloudy,114.0,3.89
2025-04-27 22:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",87.0,21.716768,104.89859,1011.0,298.15,cloudy,107.0,3.06
2025-04-27 23:00:00,"tp. Yên Bái, Yen Bai Province, Vietnam",91.0,21.716768,104.89859,1011.0,298.15,cloudy,98.0,3.33
2025-04-27 00:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",94.0,20.962406,105.698448,1010.0,297.15,cloudy,141.0,3.33
2025-04-27 01:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",94.0,20.962406,105.698448,1010.0,297.15,cloudy,136.0,3.61
2025-04-27 02:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",94.0,20.962406,105.698448,1009.0,297.15,cloudy,132.0,3.89
2025-04-27 03:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",94.0,20.962406,105.698448,1009.0,298.15,cloudy,136.0,3.61
2025-04-27 04:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",94.0,20.962406,105.698448,1009.0,297.15,cloudy,139.0,3.61
2025-04-27 05:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",95.0,20.962406,105.698448,1010.0,297.15,cloudy,139.0,3.61
2025-04-27 06:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",95.0,20.962406,105.698448,1011.0,298.15,cloudy,134.0,3.06
2025-04-27 07:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",87.0,20.962406,105.698448,1011.0,299.15,rainy,141.0,4.17
2025-04-27 08:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",77.0,20.962406,105.698448,1012.0,301.15,rainy,155.0,5.0
2025-04-27 09:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",72.0,20.962406,105.698448,1012.0,302.15,rainy,162.0,5.0
2025-04-27 10:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",68.0,20.962406,105.698448,1011.0,303.15,rainy,163.0,4.72
2025-04-27 11:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",62.0,20.962406,105.698448,1011.0,303.15,rainy,163.0,4.44
2025-04-27 12:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",60.0,20.962406,105.698448,1010.0,304.15,rainy,155.0,4.72
2025-04-27 13:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",58.0,20.962406,105.698448,1009.0,305.15,rainy,152.0,4.72
2025-04-27 14:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",55.0,20.962406,105.698448,1008.0,305.15,cloudy,147.0,4.72
2025-04-27 15:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",56.0,20.962406,105.698448,1006.0,304.15,cloudy,135.0,5.28
2025-04-27 16:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",59.0,20.962406,105.698448,1006.0,303.15,cloudy,137.0,5.28
2025-04-27 17:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",70.0,20.962406,105.698448,1008.0,302.15,rainy,161.0,3.89
2025-04-27 18:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",76.0,20.962406,105.698448,1007.0,300.15,sunny,129.0,5.0
2025-04-27 19:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",83.0,20.962406,105.698448,1009.0,299.15,rainy,145.0,4.44
2025-04-27 20:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",86.0,20.962406,105.698448,1009.0,299.15,sunny,150.0,5.28
2025-04-27 21:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",89.0,20.962406,105.698448,1011.0,298.15,cloudy,148.0,3.89
2025-04-27 22:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",92.0,20.962406,105.698448,1011.0,298.15,cloudy,126.0,3.33
2025-04-27 23:00:00,"Hạ Hòa, Quốc Oai, Hanoi, Vietnam",94.0,20.962406,105.698448,1011.0,298.15,foggy,114.0,3.06
2025-04-27 00:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1010.0,297.15,cloudy,137.0,3.06
2025-04-27 01:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1010.0,297.15,cloudy,146.0,3.06
2025-04-27 02:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1009.0,297.15,cloudy,149.0,3.06
2025-04-27 03:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1009.0,297.15,cloudy,152.0,3.06
2025-04-27 04:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1009.0,297.15,rainy,154.0,2.5
2025-04-27 05:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1010.0,297.15,cloudy,150.0,1.67
2025-04-27 06:00:00,"Long Khánh, Dong Nai, Vietnam",97.0,10.95063,107.211456,1011.0,298.15,cloudy,140.0,1.67
2025-04-27 07:00:00,"Long Khánh, Dong Nai, Vietnam",89.0,10.95063,107.211456,1012.0,299.15,cloudy,162.0,3.61
2025-04-27 08:00:00,"Long Khánh, Dong Nai, Vietnam",79.0,10.95063,107.211456,1012.0,301.15,rainy,168.0,5.28
2025-04-27 09:00:00,"Long Khánh, Dong Nai, Vietnam",71.0,10.95063,107.211456,1012.0,302.15,rainy,169.0,5.83
2025-04-27 10:00:00,"Long Khánh, Dong Nai, Vietnam",67.0,10.95063,107.211456,1012.0,303.15,rainy,167.0,5.83
2025-04-27 11:00:00,"Long Khánh, Dong Nai, Vietnam",64.0,10.95063,107.211456,1011.0,303.15,cloudy,162.0,5.83
2025-04-27 12:00:00,"Long Khánh, Dong Nai, Vietnam",61.0,10.95063,107.211456,1010.0,303.15,sunny,158.0,6.11
2025-04-27 13:00:00,"Long Khánh, Dong Nai, Vietnam",61.0,10.95063,107.211456,1009.0,303.15,sunny,154.0,6.11
2025-04-27 14:00:00,"Long Khánh, Dong Nai, Vietnam",63.0,10.95063,107.211456,1008.0,303.15,sunny,146.0,6.39
2025-04-27 15:00:00,"Long Khánh, Dong Nai, Vietnam",66.0,10.95063,107.211456,1007.0,303.15,cloudy,142.0,6.11
2025-04-27 16:00:00,"Long Khánh, Dong Nai, Vietnam",68.0,10.95063,107.211456,1008.0,302.15,cloudy,141.0,4.72
2025-04-27 17:00:00,"Long Khánh, Dong Nai, Vietnam",75.0,10.95063,107.211456,1008.0,300.15,cloudy,136.0,3.61
2025-04-27 18:00:00,"Long Khánh, Dong Nai, Vietnam",82.0,10.95063,107.211456,1009.0,300.15,sunny,134.0,3.89
2025-04-27 19:00:00,"Long Khánh, Dong Nai, Vietnam",88.0,10.95063,107.211456,1009.0,299.15,cloudy,123.0,3.89
2025-04-27 20:00:00,"Long Khánh, Dong Nai, Vietnam",91.0,10.95063,107.211456,1011.0,298.15,cloudy,137.0,2.78
2025-04-27 21:00:00,"Long Khánh, Dong Nai, Vietnam",93.0,10.95063,107.211456,1011.0,298.15,cloudy,135.0,3.33
2025-04-27 22:00:00,"Long Khánh, Dong Nai, Vietnam",94.0,10.95063,107.211456,1011.0,298.15,rainy,152.0,4.17
2025-04-27 23:00:00,"Long Khánh, Dong Nai, Vietnam",95.0,10.95063,107.211456,1011.0,298.15,foggy,151.0,2.22
2025-04-27 00:00:00,"Tây Ninh, Vietnam",72.0,11.375031,106.131363,1011.0,300.15,cloudy,154.0,4.17
2025-04-27 01:00:00,"Tây Ninh, Vietnam",74.0,11.375031,106.131363,1010.0,299.15,cloudy,160.0,3.89
2025-04-27 02:00:00,"Tây Ninh, Vietnam",76.0,11.375031,106.131363,1010.0,299.15,cloudy,156.0,2.78
2025-04-27 03:00:00,"Tây Ninh, Vietnam",78.0,11.375031,106.131363,1010.0,299.15,cloudy,148.0,2.5
2025-04-27 04:00:00,"Tây Ninh, Vietnam",80.0,11.375031,106.131363,1010.0,299.15,cloudy,138.0,2.78
2025-04-27 05:00:00,"Tây Ninh, Vietnam",81.0,11.375031,106.131363,1011.0,299.15,sunny,129.0,2.5
2025-04-27 06:00:00,"Tây Ninh, Vietnam",81.0,11.375031,106.131363,1011.0,299.15,cloudy,139.0,2.22
2025-04-27 07:00:00,"Tây Ninh, Vietnam",75.0,11.375031,106.131363,1012.0,301.15,cloudy,132.0,2.78
2025-04-27 08:00:00,"Tây Ninh, Vietnam",66.0,11.375031,106.131363,1013.0,302.15,rainy,137.0,2.78
2025-04-27 09:00:00,"Tây Ninh, Vietnam",58.0,11.375031,106.131363,1013.0,304.15,cloudy,138.0,2.5
2025-04-27 10:00:00,"Tây Ninh, Vietnam",51.0,11.375031,106.131363,1012.0,305.15,rainy,147.0,2.22
2025-04-27 11:00:00,"Tây Ninh, Vietnam",45.0,11.375031,106.131363,1011.0,306.15,cloudy,148.0,1.67
2025-04-27 12:00:00,"Tây Ninh, Vietnam",40.0,11.375031,106.131363,1010.0,307.15,cloudy,129.0,1.67
2025-04-27 13:00:00,"Tây Ninh, Vietnam",36.0,11.375031,106.131363,1008.0,308.15,cloudy,115.0,1.67
2025-04-27 14:00:00,"Tây Ninh, Vietnam",34.0,11.375031,106.131363,1007.0,308.15,cloudy,100.0,0.83
2025-04-27 15:00:00,"Tây Ninh, Vietnam",36.0,11.375031,106.131363,1007.0,308.15,sunny,301.0,1.67
2025-04-27 16:00:00,"Tây Ninh, Vietnam",42.0,11.375031,106.131363,1006.0,307.15,sunny,294.0,4.17
2025-04-27 17:00:00,"Tây Ninh, Vietnam",49.0,11.375031,106.131363,1007.0,306.15,sunny,296.0,5.0
2025-04-27 18:00:00,"Tây Ninh, Vietnam",54.0,11.375031,106.131363,1007.0,305.15,rainy,296.0,4.72
2025-04-27 19:00:00,"Tây Ninh, Vietnam",56.0,11.375031,106.131363,1008.0,304.15,sunny,291.0,3.89
2025-04-27 20:00:00,"Tây Ninh, Vietnam",56.0,11.375031,106.131363,1009.0,304.15,cloudy,303.0,1.67
2025-04-27 21:00:00,"Tây Ninh, Vietnam",56.0,11.375031,106.131363,1009.0,304.15,cloudy,177.0,0.56
2025-04-27 22:00:00,"Tây Ninh, Vietnam",58.0,11.375031,106.131363,1010.0,303.15,cloudy,166.0,2.22
2025-04-27 23:00:00,"Tây Ninh, Vietnam",60.0,11.375031,106.131363,1010.0,303.15,cloudy,161.0,3.61
2025-04-27 00:00:00,"Hanoi, Vietnam (2)",94.0,21.033333,105.849998,1010.0,297.15,cloudy,141.0,3.33
2025-04-27 01:00:00,"Hanoi, Vietnam (2)",94.0,21.033333,105.849998,1010.0,297.15,cloudy,136.0,3.61
2025-04-27 02:00:00,"Hanoi, Vietnam (2)",94.0,21.033333,105.849998,1009.0,297.15,cloudy,132.0,3.89
2025-04-27 03:00:00,"Hanoi, Vietnam (2)",94.0,21.033333,105.849998,1009.0,298.15,cloudy,136.0,3.61
2025-04-27 04:00:00,"Hanoi, Vietnam (2)",94.0,21.033333,105.849998,1009.0,297.15,cloudy,139.0,3.61
2025-04-27 05:00:00,"Hanoi, Vietnam (2)",95.0,21.033333,105.849998,1010.0,297.15,cloudy,139.0,3.61
2025-04-27 06:00:00,"Hanoi, Vietnam (2)",95.0,21.033333,105.849998,1011.0,298.15,cloudy,134.0,3.06
2025-04-27 07:00:00,"Hanoi, Vietnam (2)",87.0,21.033333,105.849998,1011.0,299.15,rainy,141.0,4.17
2025-04-27 08:00:00,"Hanoi, Vietnam (2)",77.0,21.033333,105.849998,1012.0,301.15,rainy,155.0,5.0
2025-04-27 09:00:00,"Hanoi, Vietnam (2)",72.0,21.033333,105.849998,1012.0,302.15,rainy,162.0,5.0
2025-04-27 10:00:00,"Hanoi, Vietnam (2)",68.0,21.033333,105.849998,1011.0,303.15,rainy,163.0,4.72
2025-04-27 11:00:00,"Hanoi, Vietnam (2)",62.0,21.033333,105.849998,1011.0,303.15,rainy,163.0,4.44
2025-04-27 12:00:00,"Hanoi, Vietnam (2)",60.0,21.033333,105.849998,1010.0,304.15,rainy,155.0,4.72
2025-04-27 13:00:00,"Hanoi, Vietnam (2)",58.0,21.033333,105.849998,1009.0,305.15,rainy,152.0,4.72
2025-04-27 14:00:00,"Hanoi, Vietnam (2)",55.0,21.033333,105.849998,1008.0,305.15,cloudy,147.0,4.72
2025-04-27 15:00:00,"Hanoi, Vietnam (2)",56.0,21.033333,105.849998,1006.0,304.15,cloudy,135.0,5.28
2025-04-27 16:00:00,"Hanoi, Vietnam (2)",59.0,21.033333,105.849998,1006.0,303.15,cloudy,137.0,5.28
2025-04-27 17:00:00,"Hanoi, Vietnam (2)",70.0,21.033333,105.849998,1008.0,302.15,rainy,161.0,3.89
2025-04-27 18:00:00,"Hanoi, Vietnam (2)",76.0,21.033333,105.849998,1007.0,300.15,sunny,129.0,5.0
2025-04-27 19:00:00,"Hanoi, Vietnam (2)",83.0,21.033333,105.849998,1009.0,299.15,rainy,145.0,4.44
2025-04-27 20:00:00,"Hanoi, Vietnam (2)",86.0,21.033333,105.849998,1009.0,299.15,sunny,150.0,5.28
2025-04-27 21:00:00,"Hanoi, Vietnam (2)",89.0,21.033333,105.849998,1011.0,298.15,cloudy,148.0,3.89
2025-04-27 22:00:00,"Hanoi, Vietnam (2)",92.0,21.033333,105.849998,1011.0,298.15,cloudy,126.0,3.33
2025-04-27 23:00:00,"Hanoi, Vietnam (2)",94.0,21.033333,105.849998,1011.0,298.15,foggy,114.0,3.06
2025-04-27 00:00:00,"Ho Chi Minh City, Vietnam",74.0,10.762622,106.660172,1011.0,299.15,cloudy,127.0,3.61
2025-04-27 01:00:00,"Ho Chi Minh City, Vietnam",77.0,10.762622,106.660172,1010.0,299.15,cloudy,128.0,2.22
2025-04-27 02:00:00,"Ho Chi Minh City, Vietnam",78.0,10.762622,106.660172,1010.0,299.15,cloudy,130.0,1.94
2025-04-27 03:00:00,"Ho Chi Minh City, Vietnam",78.0,10.762622,106.660172,1010.0,299.15,cloudy,129.0,1.94
2025-04-27 04:00:00,"Ho Chi Minh City, Vietnam",78.0,10.762622,106.660172,1010.0,299.15,cloudy,120.0,1.67
2025-04-27 05:00:00,"Ho Chi Minh City, Vietnam",78.0,10.762622,106.660172,1011.0,299.15,cloudy,118.0,1.67
2025-04-27 06:00:00,"Ho Chi Minh City, Vietnam",79.0,10.762622,106.660172,1011.0,300.15,sunny,114.0,2.78
2025-04-27 07:00:00,"Ho Chi Minh City, Vietnam",74.0,10.762622,106.660172,1012.0,301.15,sunny,117.0,3.33
2025-04-27 08:00:00,"Ho Chi Minh City, Vietnam",66.0,10.762622,106.660172,1012.0,302.15,sunny,116.0,3.33
2025-04-27 09:00:00,"Ho Chi Minh City, Vietnam",56.0,10.762622,106.660172,1013.0,304.15,sunny,119.0,2.78
2025-04-27 10:00:00,"Ho Chi Minh City, Vietnam",47.0,10.762622,106.660172,1012.0,306.15,sunny,124.0,2.22
2025-04-27 11:00:00,"Ho Chi Minh City, Vietnam",40.0,10.762622,106.660172,1011.0,307.15,sunny,123.0,2.22
2025-04-27 12:00:00,"Ho Chi Minh City, Vietnam",35.0,10.762622,106.660172,1010.0,309.15,cloudy,131.0,1.94
2025-04-27 13:00:00,"Ho Chi Minh City, Vietnam",33.0,10.762622,106.660172,1008.0,309.15,cloudy,142.0,2.22
2025-04-27 14:00:00,"Ho Chi Minh City, Vietnam",33.0,10.762622,106.660172,1007.0,309.15,sunny,148.0,3.06
2025-04-27 15:00:00,"Ho Chi Minh City, Vietnam",36.0,10.762622,106.660172,1007.0,309.15,sunny,152.0,4.44
2025-04-27 16:00:00,"Ho Chi Minh City, Vietnam",40.0,10.762622,106.660172,1006.0,307.15,sunny,153.0,5.83
2025-04-27 17:00:00,"Ho Chi Minh City, Vietnam",48.0,10.762622,106.660172,1007.0,306.15,sunny,154.0,6.39
2025-04-27 18:00:00,"Ho Chi Minh City, Vietnam",55.0,10.762622,106.660172,1008.0,304.15,sunny,150.0,5.83
2025-04-27 19:00:00,"Ho Chi Minh City, Vietnam",61.0,10.762622,106.660172,1009.0,303.15,sunny,144.0,5.28
2025-04-27 20:00:00,"Ho Chi Minh City, Vietnam",63.0,10.762622,106.660172,1009.0,303.15,cloudy,135.0,4.72
2025-04-27 21:00:00,"Ho Chi Minh City, Vietnam",65.0,10.762622,106.660172,1010.0,302.15,cloudy,132.0,4.17
2025-04-27 22:00:00,"Ho Chi Minh City, Vietnam",68.0,10.762622,106.660172,1010.0,302.15,rainy,138.0,3.61
2025-04-27 23:00:00,"Ho Chi Minh City, Vietnam",71.0,10.762622,106.660172,1010.0,301.15,rainy,145.0,3.33
